Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Beautiful Colorado,Beautiful Colorado,,,,,,,,,,,,Grandeur of mountain and dale,,,,,,,,,,,,"Oles, George W., 1863-1935",,,,,,"Oles, George W., 1863-1935",,,,,,,,,,,,,naf,,,,,,,,notated music,"Long Branch, N.J.",,,,,,,,text,Keith's Music Publishing House,,,,c1922,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1921-1930,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1921-1930,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1922 Online,,,,,,,,b33508276,local,http://libraries.colorado.edu/record=b3350827~S3,University of Colorado Boulder Music Library,,current,1048150,,ColBeautiful.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The Board of Brokers Association march,Board of Brokers Association march,,,,,We are the Board of Brokers,,,,,,,,,,,,,,,,,,,"Schubert, R. F",,,,,"Dorman, J. B",,,,,,,,,"Schubert, R. F",,,,,,"Dorman, J. B",,,,,,naf,notated music,Colorado Springs,,,,,,,,text,J.B. Dorman and R.F. Schubert,,,,c1900,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,"Photograph of the Board of Brokers Association Building, Colorado Spring, Colo. on cover",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- To 1901,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,To 1901,lcsh,,,,Colorado Springs (Colo.) -- Songs and music,lcsh,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1900 Online,,,,,,,,b3350829x,local,http://libraries.colorado.edu/record=b3350829~S3,University of Colorado Boulder Music Library,,current,1048171,,ColBoardOf.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The buffalo,Buffalo,,,,,,,,,,,,,,,,,,,,,,,,"Pherson, Ode Pearl",,,,,,"Pherson, Ode Pearl",,,,,,,,,,,,,naf,,,,,,,,notated music,,text,,,,,,,,,[1900?],,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 ms. score ([2] p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1900 Online,,,,,,,,b3350832x,local,http://libraries.colorado.edu/record=b3350832~S3,University of Colorado Boulder Music Library,,current,1048194,,ColBuffalo.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Chic-ka-saw,Chic-ka-saw,,,,,,,,,,,Chic-ka-chic-ka-chic-ka-saw,There was a chap not quite off the map,,,,,,,,,,,,"Pentland, Gus",,,,,,,,,,,"Langhorne, Vick",,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Rocky Mountain Music Co.,,,,c1913,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,Indians of North America -- Songs and music,lcsh,,,,,,,,West (U.S.) -- Songs and music,lcsh,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,MUSICPOP 1913 Online,,,,,,,,b33508343,local,http://libraries.colorado.edu/record=b3350834~S3,University of Colorado Boulder Music Library,,current,1051318,,
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado and you,Colorado and you,,,,,Out in Colorado where I met you,,,,,,,Stars were all aglow,,,,,,,,,,,,"Johnson, Chas. L. (Charles Leslie), 1876-1950",,,,,,"Robison, Carson",,,,,,,,,,,,,naf,,,,,,,,notated music,Chicago,,,,,,,,text,"Forster Music Publisher, Inc.",,,,c1922,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1921-1930,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1921-1930,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1922 Online,,,,,,,,b33508392,local,http://libraries.colorado.edu/record=b3350839~S3,University of Colorado Boulder Music Library,,current,1048210,,ColColoradoAnd.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado gem state,Colorado gem state,,,,,Flow'r of all lands,,,,,,,There's a state in the West,,,,,,,,,,,,"Snow, Harry M",,,,,"Shelton, Forrest C",,,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Forrest C. Shelton,,,,c1917,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1917 Online,,,,,,,,b33508409,local,http://libraries.colorado.edu/record=b3350840~S3,University of Colorado Boulder Music Library,,current,1048231,,ColColoradoGem.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado,Colorado,I oft times hear you call,,,,"Colorado, my own Colorado",,,,,,,There's a place that I know,,,,,,,,,,,,"Whitman, M. C",,,,,,"Whitman, M. C",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,M.C. Whitman,,,,c1922,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1921-1930,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1921-1930,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1922 Online,,,,,,,,b33508410,local,http://libraries.colorado.edu/record=b3350841~S3,University of Colorado Boulder Music Library,,current,1048252,,ColColoradoIOft.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado my own,Colorado my own,,,,,"Colorado, my own, Colorado",,,,,,,You may talk of golden strands,,,,,,,,,,,,"Chase, Phillips Maurice, 1887-",,,,,,"Chase, Phillips Maurice, 1887-",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Phillips M. Chase,,,,c1916,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916 Online,,,,,,,,b33508434,local,http://libraries.colorado.edu/record=b3350843~S3,University of Colorado Boulder Music Library,,current,1048273,,ColColoradoMy.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado,Colorado,queen of the west,,,Colorado,"Colorado, you're queen, of this great western scene",,,,,,,Story of the west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notated music,,text,,,,,,,,,[1900?],,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 leaf of ms. music,reformatted digital,For voice and piano,,,,,,,Title from lyric sheet,,Words printed on separate leaf,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 2 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1900 Online,,,,,,,,b33508458,local,http://libraries.colorado.edu/record=b3350845~S3,University of Colorado Boulder Music Library,,current,1048294,,ColColoradoQueen.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado the golden,Colorado the golden,,,,,Then hurrah hurrah hurrah for this magic fairy clime,,,,,,,Three cheers for Colorado,,,,,,,,,,,,"Fidler, Margaret M",,,,,,"Fidler, Margaret M",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,W.A. Fidler,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913 Online,,,,,,,,b3350846x,local,http://libraries.colorado.edu/record=b3350846~S3,University of Colorado Boulder Music Library,,current,1048312,,ColColoradoTheGold.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado the land of the sun,Colorado the land of the sun,,,,,Fair gem of the West,,,,,,,All hail Colorado the land of the sun,,,,,,,,,,,,"Thomas, Gwilym",,,,,,"Arheart, E. S., Mrs",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,A.T. Lewis & Son Dry Goods Co.,,,,[1900?],,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,Chorus for mixed voices and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1901-1910,lcsh,,,Choruses (Mixed voices) with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1900 Online,,,,,,,,b33508471,local,http://libraries.colorado.edu/record=b3350847~S3,University of Colorado Boulder Music Library,,current,1048333,,ColColoradoTheLand.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Colorado volunteers march,Colorado volunteers march,,,,,,,,,,,,,,,,,,,,,,,,"Richter, Oswald H",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,,,,,,,,text,Oswald H. Richter,,,,c1898,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,Respectively dedicated to our Manila heroes.,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- To 1901,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1898 Online,,,,,,,,b33508483,local,http://libraries.colorado.edu/record=b3350848~S3,University of Colorado Boulder Music Library,,current,1048354,,ColColoradoVolunteers.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Come to Colorado,Come to Colorado,,,,,Come come come to Colorado,,,,,,,Come to the cool shady pine wood forests,,,,,,,,,,,,"Squiers, Anna L",,,,,,"Squiers, Anna L",,,,,,,,,,,,,naf,,,,,,,,notated music,"Victor, Colo.",,,,,,,,text,Anna L. Squiers,,,,c1920,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([2] p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1920 Online,,,,,,,,b33508501,local,http://libraries.colorado.edu/record=b3350850~S3,University of Colorado Boulder Music Library,,current,1048374,,ColCome.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Denver,Denver,,,,,,,,,,,,In a hollow of the mountains,,,,,,,,,,,,"Leach, Rowland, b. 1885",,,,,,"Sherman, Martha Coleman",,,,,,,,,,,,,naf,,,,,,,,notated music,Chicago,,,,,,,,text,Gamble Hinged Music Co.,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([2] p.),reformatted digital,For voice and piano,,,,,,,"Published in the ""Rocky Mountain News and the Denver Times on September 5, 1915.""",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 2 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915 Online,,,,,,,,b33508549,local,http://libraries.colorado.edu/record=b3350854~S3,University of Colorado Boulder Music Library,,current,1048395,,ColDenver.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Das Denver Bundes-Turnfest,Das Denver Bundes-Turnfest,offizielles Festlied : 1913,,,,,,,,,,,Turner ist ein freier Mann,,,,,,,,,,,,"Bellstedt, Herman",,,,,,"Schwiete, Carl H",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Knight Campbell Music Co.,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913 Online,,,,,,,,b33508550,local,http://libraries.colorado.edu/record=b3350855~S3,University of Colorado Boulder Music Library,,current,1048417,,ColDenverBundes.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Denver town,Denver town,song,,,,"Now boy, cowboy, if you want to win her",,,,,,,Out in the golden West,,,,,,,,,,,,"Botsford, George, 1874-1949",,,,,,"Breen, Harry J",,,,,,,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Jerome H. Remick & Co.,,,,c1908,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ( 5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908 Online,,,,,,,,b33508574,local,http://libraries.colorado.edu/record=b3350857~S3,University of Colorado Boulder Music Library,,current,1048437,,ColDenverTown.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Denver town,Denver town,home of hospitality,,,,"Denver town, the place I love the best",,,,,,,"Listen to me, listen to me",,,,,,,,,,,,"Broughton, S. E",,,,,,"Broughton, S. E",,,,,,,,,"Taylor, Ella M",,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,W.F. Robinson Printing Co.,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([3] p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913 Online,,,,,,,,b33508598,local,http://libraries.colorado.edu/record=b3350859~S3,University of Colorado Boulder Music Library,,current,1048458,,ColDenverTownHome.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Good old Denver town,Good old Denver town,,,,,Welcome valient Templar Knights,,,,,,,Across the plains to Denver town,,,,,,,,,,,,"Shannon, J. R. (James Royce), 1881-1946",,,,,,"Shannon, J. R. (James Royce), 1881-1946",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,F.I. Fleischer,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,"Souvenir, the thirty-second triennial conclave of Knight Templars of United States of America, held in Denver, Colorado, August 12, 1913.",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Marches (Piano),lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913 Online,,,,,,,,b33508604,local,http://libraries.colorado.edu/record=b3350860~S3,University of Colorado Boulder Music Library,,current,1048479,,ColGoodOld.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,I love old Colorado best of all,I love old Colorado best of all,,,,,All her hills are filled with glory,,,,,,,I have wandered where the sweet magnolia grows,,,,,,,,,,,,"Mayer, J. S",,,,,,"Glenn, George",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Mayer & Glenn,,,,c1911,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911 Online,,,,,,,,b33508628,local,http://libraries.colorado.edu/record=b3350862~S3,University of Colorado Boulder Music Library,,current,1048501,,ColILove.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,I'm going to Colorado,I'm going to Colorado,,,,,,,,,,,,Dearest years of life were spent,,,,,,,,,,,,"Newman, Joseph",,,,,,"Hicks, Richard J",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Joseph Newman,,,,c1908,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908 Online,,,,,,,,b33508641,local,http://libraries.colorado.edu/record=b3350864~S3,University of Colorado Boulder Music Library,,current,1048522,,ColImGoing.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,In dear old Colorado,In dear old Colorado,(Maurine),,,,,,,,,,,There's a land of rarest beauty,,,,,,,,,,,,"Burnett, Jack",,,,,,"Witherbee, Jule",,,,,,,,,,,,,naf,,,,,,,,notated music,"Kansas City, Mo.",,,,,,,,text,Buffalo Music Co.,,,,c1903,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1903 Online,,,,,,,,b33508653,local,http://libraries.colorado.edu/record=b3350865~S3,University of Colorado Boulder Music Library,,current,1048543,,ColInDear.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Knights Templar parade march,Knights Templar parade march,,,,,,,,,,,,,,,,,,,,,,,,"Mayo, Oscar",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,,,,,,,,text,Denver Music Publishing Co.,,,,c1892,,,,,,,English,eng,iso639-2b,text,text/pdf,[4] p. of music,reformatted digital,For piano,,,,,,,"Silver Triennial Conclave, Denver, Colo., 1892.",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- To 1901,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1892 Online,,,,,,,,b33508677,local,http://libraries.colorado.edu/record=b3350867~S3,University of Colorado Boulder Music Library,,current,1048564,,ColKnightsTemplar.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The mountains' fairest flower,Mountains' fairest flower,,,,,She's the mountains' fairest flower,,,,,,,'Way up on the mountain side,,,,,,,,,,,,"Bock, William E",,,,,,"Cogley, Edward F",,,,,,,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,M. Witmark & Sons,,,,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Rocky Mountains -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901 Online,3770-4 M. Witmark & Sons,,,,,,,b33508689,local,http://libraries.colorado.edu/record=b3350868~S3,University of Colorado Boulder Music Library,,current,1048584,,ColMountains.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,I am longing for the sunshine of my Colorado home,I am longing for the sunshine of my Colorado home,,,,My Colorado home,"Recall, oh! gentle memories",,,,,,,"Oh! Give me back my Rockies, then",,,,,,,,,,,,"Braham, Edmund",,,,,,"Gates, Robert Holcombe",,,,,,,,,,,,,naf,,,,,,,,notated music,Chicago,,,,,,,"Miles City, Mont.",text,Frances Clifford Music Pub. Co.,,,"sold by M.H. Wallace, Furniture--Undertaking--Everything in Music",c1918,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([2] p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1918 Online,,,,,,,,b33508690,local,http://libraries.colorado.edu/record=b3350869~S3,University of Colorado Boulder Music Library,,current,1048605,,ColMyColorado.pdf
