Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,The Great Rock Island Route,Great Rock Island Route,Song and chorus,,,,,,,,,,Now listen to the jingle and the rumble and the roar,From a rocky bound Atlantic,,,,,,,,,,,,"Roff, J. A.",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Chicago,,,,,,,,text,J.M.W. Jones St'y & Prt'g Co.,,,,1882,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.) : ill. (map),reformatted digital,For voice and piano; includes chorus in four parts,,,,,,,At head of title: Dedicated to the genl. ticket and passenger agent,,Includes map of the railroad on p. [2],,"Hartke, c.1: t.p. illustration includes drawings of the passenger depot, Great Rock Island Route, Chicago and the ""Approach to the Sierras""",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,Songs with piano,lcsh,,,Popular music -- To 1901,lcsh,,,,,,,Railroads -- Songs and music,lcsh,,,,,,,,,,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1882-H Online,,,,,,,,b35062265,local,http://libraries.colorado.edu/record=b3506226~S3,University of Colorado Boulder Music Library,,current,1052060,,WTGreatRock.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,"Hello, Frisco","Hello, Frisco",I called you up to say hello,"Ziegfeld follies of 1915. Hello, Frisco. Vocal score",,,,,,,,,,"Hello Central, Hello Central can't you see",,,,,,,,,,,,"Hirsch, Louis A. (Louis Achille), 1881-1924",,,,,,,,,,,"Buck, Gene",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Witmark,,,,c1915,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 vocal score (3 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,Song from the Ziegfeld follies of 1915,,"Musicpop, c.1-2; Dry, c.1: t.p. illustration of a lady sitting on a martini glass; advertisements with musical incipits for ""Vocal gems from F. Ziegfeld Jr's Ziegfeld Follies 1915"" on p. [2] and ""Beautiful Irish ballads"" on p. [6]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,Musicals -- Excerpts -- Vocal scores with piano,lcsh,,,,,,,,San Francisco (Calif.) -- Songs and music,lcsh,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,MUSICPOP 1915 Online,,,M.W. & Sons 15050 Witmark,6363 Witmark,,,,b35062277,local,http://libraries.colorado.edu/record=b3506227~S3,University of Colorado Boulder Music Library,,current,1052083,,WTHelloF.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,I lost my heart in Honolulu,I lost my heart in Honolulu,,,,,,,,,,,,Westward ho! I'm restless there to go,,,,,,,,,,,,"Edwards, Gus, 1879-1945",,,,,,,,,,,"Cobb, Will D., 1876-1930",,,,,,,,naf,,,,,,,,notated music,"New York (224 West 47th St., New York)",,,,,,,,text,"Shapiro, Bernstien & Co.",,,,1916,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,"""A syncopated classic""--cover",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Popular music -- 1911-1920,lcsh,,,,,Honolulu (Hawaii) -- Songs and music,lcsh,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916-D Online,,,,,,,,b35062289,local,http://libraries.colorado.edu/record=b3506228~S3,University of Colorado Boulder Music Library,,current,1052109,,WTILost_Shapiro.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,I lost my heart in Honolulu,I lost my heart in Honolulu,,,,,,,,,,,,Westward ho! I'm restless there to go,,,,,,,,,,,,"Edwards, Gus, 1879-1945",,,,,,,,,,,"Cobb, Will D., 1876-1930",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,The Song Review Co.,,,,c1916,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,"""A syncopated classic""--cover",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Honolulu (Hawaii) -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916-K Online,,,,,,,,b35062290,local,http://libraries.colorado.edu/record=b3506229~S3,University of Colorado Boulder Music Library,,current,1052131,,WTILost_Song.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,I'm going back to California,I'm going back to California,that's where I belong,,,,,,,,,,,There's a land I know where the poppies grow,,,,,,,,,,,,"Ball, Ernest R., 1878-1927",,,,,,,,,,,"Brennan, J. Keirn, 1873-1948",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,M. Witmark & Sons,,,,c1916,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,Song for voice and piano,,,,,,,Caption title,,"Musicpop, c.1; Dry, c.1; Kroleck, c.1: t.p. illustration of a sunset behind palm trees and a silhouette; advertisement with musical incipit for ""My rosary for you"" on p. [4]",,"Hartke, c.1: t.p. illustration of a sunset behind palm trees and a silhouette; advertisement with musical incipits for ""Four beautiful ballads"" on p. [4]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916 Online,,,M.W.&Sons 15313 M. Witmark & Sons,,,,,b35062307,local,http://libraries.colorado.edu/record=b3506230~S3,University of Colorado Boulder Music Library,,current,1052154,,WTImGoin.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In California,In California,(where it's summer-time),,,In California where it's summer-time,,,,,,,How I wish I was today in California,New York City is a grand old place,,,,,,,,,,,,"Du Rall, Jack",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Kansas City, Mo.",,,,,,,,text,Jack Du Rall,,,,c1919,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([2] p.),reformatted digital,Song for voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1919-H Online,,,,,,,,b35062332,local,http://libraries.colorado.edu/record=b3506233~S3,University of Colorado Boulder Music Library,,current,1052179,,WTInCalif_DuRall.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In California,In California,(where it's summer-time),,,In California where it's summer-time,,,,,,,How I wish I was today in California,New York City is a grand old place,,,,,,,,,,,,"Du Rall, Jack",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Los Angeles, Cal.",,,,,,,,text,Chas. Miller Cobb,,,,c1919,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([2] p.),reformatted digital,Song for voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1919 Online,,,,,,,,b35062356,local,http://libraries.colorado.edu/record=b3506235~S3,University of Colorado Boulder Music Library,,current,1052200,,WTInCalif_Cobb.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In Frisco for the fair,In Frisco for the fair,,,,,,,,,,,"We'll go to San Francisco, ho!",Where will we go on our honeymoon trip,,,,,,,,,,,,"Cornwell, William E.",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Los Angeles,,,,,,,,text,Wm. E. Cornwell,,,,c1912,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,Lyrics printed as text on p. [2],,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,San Francisco (Calif.) -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1912-H Online,,,,,,,,b35062368,local,http://libraries.colorado.edu/record=b3506236~S3,University of Colorado Boulder Music Library,,current,1052221,,WTInFrisco.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In my home among the Rockies far away,In my home among the Rockies far away,,,,,,,,,,,,Neath the stately mountain dome stands a little cabin home,,,,,,,,,,,,"Rosenberg, Sam",,,,,,,,,,,"Quackenbush, M. G.",,,,,,,,naf,,,,,,,,notated music,"Chicago, Ill.",,,,,,,,text,Arnett-Delonais Co.,,,,c1905,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Song for voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Rocky Mountains -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-H Online,,,,,,,,b35062381,local,http://libraries.colorado.edu/record=b3506238~S3,University of Colorado Boulder Music Library,,current,1052243,,WTInMyHo.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In the golden West,In the golden West,,,,,,,,,,,,I just was dreaming,,,,,,,,,,,,"Bayha, Charles A. (Charles Anthony), 1891-1957","Cowan, Rubey, 1891-1957",,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,York Music Co.,,,,c1913,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Song for voice and piano,,,,,,,"Hartke, c.1: t.p. illustration: a stagecoach going through mountains; advertisement for ""Popular songs published by The York Music Co."" on p. [6]",,"Kroleck, c.1: trimmed to 33 cm. ; t.p. illustration: a stagecoach going through mountains; dvertisement for ""Popular songs published by The York Music Co."" on p. [6]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,West (U.S.) -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-H Online,,,,,,,,b35062393,local,http://libraries.colorado.edu/record=b3506239~S3,University of Colorado Boulder Music Library,,current,1052264,,WTInTheGol.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In the land of the buffalo,In the land of the buffalo,,,,,,,,,,,,See that old time ranchman as he saunters from the train,,,,,,,,,,,,"Van Alstyne, Egbert, 1882-1951",,,,,,,,,,,"Williams, Harry, 1879-1922",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Jerome H. Remick & Co.,,,,c1907,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Song for voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,West (U.S.) -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907 Online,,,,,,,,b3506240x,local,http://libraries.colorado.edu/record=b3506240~S3,University of Colorado Boulder Music Library,,current,1052286,,WTInTheLa.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Jesse James,Jesse James,,,,,,,,,,,,"Living in Missouri was a bold, bad man",,,,,,,,,,,,"Klickmann, F. Henri (Frank Henri), 1885-1966","Lewis, Roger, 1885-1948",,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Chicago, Ill.",,,,,,,,text,Will Rossiter,,,,c1911,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Song for voice and piano,,,,,,,"Dry, c.1: t.p. illustration of a train in the mountains at dusk; includes advertisements with musical incipits for ""Some of the days"" and ""Let those sleigh bells be our wedding chimes"" on p. [2]; ""Sweetheart of my dreams"" and ""Won't you try to love me"" on p. [6]; and ""Meet me to-night in dreamland"" on p. [7]",,"Hartke, c.1: t.p. illustration of a train in the mountains at dusk; includes advertisements with musical incipits for ""Sweetheart of my dreams"" and ""Won't you try to love me"" on p. [6] and ""Meet me to-night in dreamland"" on p. [7]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,,,1911-1920,lcsh,"James, Jesse, 1847-1882 -- Songs and music",,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911-D Online,,,,,,,,b35062411,local,http://libraries.colorado.edu/record=b3506241~S3,University of Colorado Boulder Music Library,,current,1052307,,WTJesse.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Keep your golden gate wide open,Keep your golden gate wide open,song,,,,,,,,,,,Panama Canal has been completed,,,,,,,,,,,,"Edwards, Gus, 1879-1945","Silverwood, J. B.",,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,New York,,,,,,,,text,Jerome H. Remick & Co.,,,,c1913,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,"Kroleck, c.1: trimmed to 32 cm.; t.p. illustration of a Greek goddess and a view of the San Francisco Bay; advertisements with musical incipits for ""Sailing down the Chesapeake Bay"" on p. [2] and ""Oh! you lovable Chile"" on p. [6]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,Ragtime music,lcsh,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-K Online,,,,8030 Jerome H. Remick & Co,,,,b35062447,local,http://libraries.colorado.edu/record=b3506244~S3,University of Colorado Boulder Music Library,,current,1052328,,WTKeepY.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Land of the poppy,Land of the poppy,,,,,,,,,,,Long wave the flag,Sing of the land that we love,,,,,,,,,,,,"Levy, Barney",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Napa, Calif.",,,,,,,,text,Barney Levy,,,,c1915,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Ragtime music,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-K Online,,,,,,,,b35062459,local,http://libraries.colorado.edu/record=b3506245~S3,University of Colorado Boulder Music Library,,current,1052350,,WTLandOf.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Ida-ho!,Ida-ho!,,,,Title on illustration t.p.: Whoa Ida-Ho Whoa,,,,,,,,Way out west in Idaho,,,,,,,,,,,,"Von Tilzer, Harry, 1872-1946",,,,,,,,,,,"Sterling, Andrew B., 1874-",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Harry Von Tilzer Music Pub. Co.,,,,c1906,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,"Dry, c.1: illustration t.p. of a cowboy woman; includes cameo photo. of Harry von Tilzer and Baby Keife; includes advertisements with musical incipits for ""When the flowers bloom in spring-time"" on p. [2] and ""In the evening by the moonlight, Dear Louise"" on p. [6]",,"Hartke, c.1: illustration t.p. of a cowboy woman; includes cameo photo. of Harry von Tilzer and Baby Abbott; includes advertisements with musical incipits for ""When the flowers bloom in spring-time"" on p. [2] and ""Abraham Jefferson Washington Lee"" on p. [6]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,"Names, Personal -- Songs and music",lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-D Online,,,,,,,,b35064055,local,http://libraries.colorado.edu/record=b3506405~S3,University of Colorado Boulder Music Library,,current,1052369,,WTIdaHo.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Ida-Ho!,Ida-Ho!,,,,,,,,,,,,Way out west in Idaho,,,,,,,,,,,,"Von Tilzer, Harry, 1872-1946",,,,,,,,,,,"Sterling, Andrew B., 1874-",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Harry Von Tilzer Music Co.,,,,1906,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-K Online,,,,,,,,b35064092,local,http://libraries.colorado.edu/record=b3506409~S3,University of Colorado Boulder Music Library,,current,1052393,,WTIdaHo_2.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,I'm coming back to California,I'm coming back to California,that's where I belong,,,,,,,,,,,There's a land I know where the poppies grow,,,,,,,,,,,,"Ball, Ernest R., 1878-1927",,,,,,,,,,,"Brennan, J. Keirn, 1873-1948",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,M. Witmark & Songs,,,,c1916,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,Song for voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916-H Online,,,M.W.&Sons 15313 M. Witmark & Sons,6620 M. Witmark & Sons,,,,b35064110,local,http://libraries.colorado.edu/record=b3506411~S3,University of Colorado Boulder Music Library,,current,1052412,,WTImCom.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,In my tepee,In my tepee,song,,,,,,,,,,,I have roamed the wide world over,,,,,,,,,,,,"Lewis, L. W. (Lewis William)",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,San Francisco,,,,,,,,text,Geo. M. Lewis,,,,c1911,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,Ragtime music,lcsh,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911-K Online,,,,,,,,b35064183,local,http://libraries.colorado.edu/record=b3506418~S3,University of Colorado Boulder Music Library,,current,1052435,,WTInMyT.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,The Lehigh Valley Route,Lehigh Valley Route,,,,,,,,,,,Rolling o'er the rails of steel,Lehigh Valley Railroad is known throughout the world,,,,,,,,,,,,"Ditterline, W. S.","Nichol, R.",,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,[S.l.],,,,,,,,text,[s.n.],,,,c1887,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Song for voice and piano,,,,,,,Caption title,,Verses 3-6 printed as text on p. 5,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Songs with piano,lcsh,,,Popular music -- To 1901,lcsh,,,,,,,Railroads -- Songs and music,lcsh,,,,,,,,,,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1887-H Online,,,,,,,,b35064237,local,http://libraries.colorado.edu/record=b3506423~S3,University of Colorado Boulder Music Library,,current,1052455,,WTLehigh.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Little grey home in the west,Little grey home in the west,song,,,,,,,,,,,When the golden sun sinks in the hills,,,,,,,,,,,,"Löhr, Hermann, 1871-1943",,,,,,,,,,,"Eardley-Wilmot, D.",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Chappell,,,,c1911,11/6/2013,iso8601,No. 2 in C,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,Caption title,,,,,,,For medium voice and piano,,Words printed as text on p. 1,,"Musicpop, c.1: includes advertisement with musical incipit for Land of the long ago on t.p. verso and advertisement for Four Indian songs on p. [6]",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs (Medium voice) with piano,lcsh,,,,,,,,,West (U.S.) -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911,24963 Chappell,MUSICPOP 1911 Online,,,,,,b35064316,local,http://libraries.colorado.edu/record=b3506431~S3,University of Colorado Boulder Music Library,,current,1052477,,WTLittle.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Louie take me to the Frisco fair,Louie take me to the Frisco fair,,,,Louie take me to the fair,,,,,,,Let's go back to our Midway days,If you love me Louie dear,,,,,,,,,,,,"Gallur, Damasus G.",,,,,,,,,,,"Lipton, Jack M.",,,,,,,,naf,,,,,,,,notated music,"San Francisco, Calif.",,,,,,,,text,Gallur & Co.,,,,c1912,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,"""Just like old St. Louis 'Louie'""",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2003. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1912-H Online,,,,,,,,b3506433x,local,http://libraries.colorado.edu/record=b3506433~S3,University of Colorado Boulder Music Library,,current,1052502,,WTLouie.pdf
